week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_simd,admissions_2018_19_per_month_simd,total_admissions_per_quarter_simd,admissions_2018_19_per_quarter_simd
2020-08-02,S92000003,d,5,Emergency,NA,1477,1541,-4.2,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000015,NA,1,Emergency,NA,327,359.5,-9,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000015,NA,2,Emergency,NA,214,244,-12.3,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000015,NA,3,Emergency,NA,148,156,-5.1,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000015,NA,4,Emergency,NA,122,119,2.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000015,NA,5,Emergency,NA,83,92,-9.8,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000016,NA,1,Emergency,NA,7,17,-58.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000016,NA,2,Emergency,NA,34,52,-34.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000016,NA,3,Emergency,NA,68,86.5,-21.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000016,NA,4,Emergency,NA,42,48.5,-13.4,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000016,NA,5,Emergency,NA,11,14.5,-24.1,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000017,NA,1,Emergency,NA,29,33.5,-13.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000017,NA,2,Emergency,NA,78,96,-18.8,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000017,NA,3,Emergency,NA,111,107.5,3.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000017,NA,4,Emergency,NA,42,44,-4.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000017,NA,5,Emergency,NA,24,20.5,17.1,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000019,NA,1,Emergency,NA,119,191,-37.7,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000019,NA,2,Emergency,NA,140,194.5,-28,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000019,NA,3,Emergency,NA,103,170,-39.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000019,NA,4,Emergency,NA,100,144,-30.6,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000019,NA,5,Emergency,NA,50,118.5,-57.8,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000020,NA,1,Emergency,NA,77,74.5,3.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000020,NA,2,Emergency,NA,203,193,5.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000020,NA,3,Emergency,NA,197,207.5,-5.1,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000020,NA,4,Emergency,NA,235,255.5,-8,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000020,NA,5,Emergency,NA,211,210,0.5,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000022,NA,1,Emergency,NA,61,78.5,-22.3,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000022,NA,2,Emergency,NA,116,113.5,2.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000022,NA,3,Emergency,NA,168,200,-16,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000022,NA,4,Emergency,NA,140,140.5,-0.4,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000022,NA,5,Emergency,NA,27,36.5,-26,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000024,NA,1,Emergency,NA,268,282.5,-5.1,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000024,NA,2,Emergency,NA,416,411.5,1.1,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000024,NA,3,Emergency,NA,304,270.5,12.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000024,NA,4,Emergency,NA,264,265.5,-0.6,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000024,NA,5,Emergency,NA,408,365.5,11.6,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000025,NA,3,Emergency,NA,6,7.5,-20,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000025,NA,4,Emergency,NA,15,20.5,-26.8,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000026,NA,3,Emergency,NA,14,14,0,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000026,NA,4,Emergency,NA,10,13,-23.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000028,NA,2,Emergency,NA,17,9.5,78.9,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000028,NA,3,Emergency,NA,46,51,-9.8,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000029,NA,1,Emergency,NA,198,221,-10.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000029,NA,2,Emergency,NA,181,195,-7.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000029,NA,3,Emergency,NA,121,157,-22.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000029,NA,4,Emergency,NA,141,122.5,15.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000029,NA,5,Emergency,NA,92,89,3.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000030,NA,1,Emergency,NA,204,189.5,7.7,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000030,NA,2,Emergency,NA,180,196,-8.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000030,NA,3,Emergency,NA,219,177,23.7,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000030,NA,4,Emergency,NA,216,198.5,8.8,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000030,NA,5,Emergency,NA,140,128,9.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000031,NA,1,Emergency,NA,1041,1129,-7.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000031,NA,2,Emergency,NA,444,501,-11.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000031,NA,3,Emergency,NA,336,355,-5.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000031,NA,4,Emergency,NA,307,299.5,2.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000031,NA,5,Emergency,NA,311,331.5,-6.2,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S08000032,NA,1,Emergency,NA,424,478.5,-11.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S08000032,NA,2,Emergency,NA,333,393.5,-15.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S08000032,NA,3,Emergency,NA,178,245.5,-27.5,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S08000032,NA,4,Emergency,NA,167,179.5,-7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S08000032,NA,5,Emergency,NA,100,117.5,-14.9,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-09,S92000003,d,1,Emergency,NA,2757,3055.5,-9.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-09,S92000003,d,2,Emergency,NA,2360,2610.5,-9.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-09,S92000003,d,3,Emergency,NA,2019,2205,-8.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-09,S92000003,d,4,Emergency,NA,1802,1851.5,-2.7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-09,S92000003,d,5,Emergency,NA,1458,1524.5,-4.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000015,NA,1,Emergency,NA,346,386,-10.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000015,NA,2,Emergency,NA,217,230,-5.7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000015,NA,3,Emergency,NA,150,147,2,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000015,NA,4,Emergency,NA,114,121.5,-6.2,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000015,NA,5,Emergency,NA,93,89,4.5,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000016,NA,1,Emergency,NA,12,18.5,-35.1,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000016,NA,2,Emergency,NA,35,37,-5.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000016,NA,3,Emergency,NA,69,73.5,-6.1,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000016,NA,4,Emergency,NA,44,52.5,-16.2,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000016,NA,5,Emergency,NA,8,15.5,-48.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000017,NA,1,Emergency,NA,35,33.5,4.5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000017,NA,2,Emergency,NA,87,87.5,-0.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000017,NA,3,Emergency,NA,122,113.5,7.5,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000017,NA,4,Emergency,NA,33,46.5,-29,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000017,NA,5,Emergency,NA,21,23,-8.7,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000019,NA,1,Emergency,NA,138,210,-34.3,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000019,NA,2,Emergency,NA,130,209.5,-37.9,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000019,NA,3,Emergency,NA,130,202,-35.6,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000019,NA,4,Emergency,NA,78,152.5,-48.9,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000019,NA,5,Emergency,NA,68,111.5,-39,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000020,NA,1,Emergency,NA,85,98,-13.3,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000020,NA,2,Emergency,NA,183,202,-9.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000020,NA,3,Emergency,NA,217,197,10.2,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000020,NA,4,Emergency,NA,266,261,1.9,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000020,NA,5,Emergency,NA,217,205,5.9,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000022,NA,1,Emergency,NA,72,75,-4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000022,NA,2,Emergency,NA,107,118.5,-9.7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000022,NA,3,Emergency,NA,168,200.5,-16.2,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000022,NA,4,Emergency,NA,139,148,-6.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000022,NA,5,Emergency,NA,39,39,0,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000024,NA,1,Emergency,NA,280,298.5,-6.2,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000024,NA,2,Emergency,NA,451,426.5,5.7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000024,NA,3,Emergency,NA,287,283,1.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000024,NA,4,Emergency,NA,272,280,-2.9,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000024,NA,5,Emergency,NA,368,371.5,-0.9,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000025,NA,2,Emergency,NA,7,5.5,27.3,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000025,NA,3,Emergency,NA,5,6,-16.7,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000025,NA,4,Emergency,NA,21,13,61.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000026,NA,3,Emergency,NA,11,14,-21.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000026,NA,4,Emergency,NA,19,15,26.7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000028,NA,2,Emergency,NA,14,11,27.3,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000028,NA,3,Emergency,NA,30,52,-42.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000029,NA,1,Emergency,NA,198,190,4.2,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000029,NA,2,Emergency,NA,185,191.5,-3.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000029,NA,3,Emergency,NA,142,156,-9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000029,NA,4,Emergency,NA,107,129,-17.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000029,NA,5,Emergency,NA,88,103,-14.6,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000030,NA,1,Emergency,NA,217,220,-1.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000030,NA,2,Emergency,NA,185,183,1.1,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000030,NA,3,Emergency,NA,206,192.5,7,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000030,NA,4,Emergency,NA,224,234,-4.3,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000030,NA,5,Emergency,NA,124,139.5,-11.1,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000031,NA,1,Emergency,NA,1090,1142.5,-4.6,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000031,NA,2,Emergency,NA,486,519,-6.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000031,NA,3,Emergency,NA,318,349,-8.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000031,NA,4,Emergency,NA,264,326.5,-19.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000031,NA,5,Emergency,NA,357,340.5,4.8,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S08000032,NA,1,Emergency,NA,450,508.5,-11.5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S08000032,NA,2,Emergency,NA,343,407,-15.7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S08000032,NA,3,Emergency,NA,215,246.5,-12.8,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S08000032,NA,4,Emergency,NA,154,176.5,-12.7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S08000032,NA,5,Emergency,NA,128,127,0.8,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-16,S92000003,d,1,Emergency,NA,2924,3180.5,-8.1,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-16,S92000003,d,2,Emergency,NA,2434,2631,-7.5,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-16,S92000003,d,3,Emergency,NA,2070,2232.5,-7.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-16,S92000003,d,4,Emergency,NA,1735,1956.5,-11.3,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-16,S92000003,d,5,Emergency,NA,1511,1564.5,-3.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000015,NA,1,Emergency,NA,356,369,-3.5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000015,NA,2,Emergency,NA,243,244,-0.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000015,NA,3,Emergency,NA,143,144.5,-1,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000015,NA,4,Emergency,NA,122,128.5,-5.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000015,NA,5,Emergency,NA,94,74.5,26.2,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000016,NA,1,Emergency,NA,9,17.5,-48.6,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000016,NA,2,Emergency,NA,45,40,12.5,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000016,NA,3,Emergency,NA,71,81,-12.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000016,NA,4,Emergency,NA,45,57,-21.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000016,NA,5,Emergency,NA,21,15.5,35.5,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000017,NA,1,Emergency,NA,33,40,-17.5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000017,NA,2,Emergency,NA,85,94,-9.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000017,NA,3,Emergency,NA,119,109,9.2,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000017,NA,4,Emergency,NA,61,38.5,58.4,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000017,NA,5,Emergency,NA,21,20.5,2.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000019,NA,1,Emergency,NA,133,198,-32.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000019,NA,2,Emergency,NA,142,196.5,-27.7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000019,NA,3,Emergency,NA,128,154,-16.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000019,NA,4,Emergency,NA,87,127,-31.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000019,NA,5,Emergency,NA,85,119,-28.6,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000020,NA,1,Emergency,NA,83,86.5,-4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000020,NA,2,Emergency,NA,200,215,-7,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000020,NA,3,Emergency,NA,242,229,5.7,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000020,NA,4,Emergency,NA,277,259.5,6.7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000020,NA,5,Emergency,NA,222,210.5,5.5,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000022,NA,1,Emergency,NA,63,84.5,-25.4,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000022,NA,2,Emergency,NA,118,125,-5.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000022,NA,3,Emergency,NA,191,198.5,-3.8,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000022,NA,4,Emergency,NA,171,164,4.3,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000022,NA,5,Emergency,NA,32,35.5,-9.9,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000024,NA,1,Emergency,NA,331,293.5,12.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000024,NA,2,Emergency,NA,491,441,11.3,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000024,NA,3,Emergency,NA,312,274,13.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000024,NA,4,Emergency,NA,286,287,-0.3,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000024,NA,5,Emergency,NA,438,364,20.3,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000025,NA,2,Emergency,NA,8,6.5,23.1,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000025,NA,4,Emergency,NA,25,16,56.2,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000026,NA,2,Emergency,NA,6,3,100,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000026,NA,3,Emergency,NA,21,15.5,35.5,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000026,NA,4,Emergency,NA,19,18.5,2.7,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000028,NA,2,Emergency,NA,16,6.5,146.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000028,NA,3,Emergency,NA,42,48.5,-13.4,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000029,NA,1,Emergency,NA,200,234,-14.5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000029,NA,2,Emergency,NA,170,195,-12.8,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000029,NA,3,Emergency,NA,141,154.5,-8.7,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000029,NA,4,Emergency,NA,98,131.5,-25.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000029,NA,5,Emergency,NA,88,100.5,-12.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000030,NA,1,Emergency,NA,203,213,-4.7,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000030,NA,2,Emergency,NA,192,195.5,-1.8,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000030,NA,3,Emergency,NA,187,190.5,-1.8,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000030,NA,4,Emergency,NA,221,209.5,5.5,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000030,NA,5,Emergency,NA,137,153,-10.5,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000031,NA,1,Emergency,NA,1132,1192,-5,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000031,NA,2,Emergency,NA,468,521,-10.2,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000031,NA,3,Emergency,NA,322,349.5,-7.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000031,NA,4,Emergency,NA,316,303.5,4.1,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000031,NA,5,Emergency,NA,349,365,-4.4,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S08000032,NA,1,Emergency,NA,464,532,-12.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S08000032,NA,2,Emergency,NA,388,411,-5.6,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S08000032,NA,3,Emergency,NA,208,270,-23,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S08000032,NA,4,Emergency,NA,155,193.5,-19.9,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S08000032,NA,5,Emergency,NA,100,128.5,-22.2,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-23,S92000003,d,1,Emergency,NA,3007,3260.5,-7.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-23,S92000003,d,2,Emergency,NA,2572,2694,-4.5,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-23,S92000003,d,3,Emergency,NA,2129,2224.5,-4.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-23,S92000003,d,4,Emergency,NA,1883,1934,-2.6,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-23,S92000003,d,5,Emergency,NA,1589,1586.5,0.2,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-30,S08000015,NA,1,Emergency,NA,402,390,3.1,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-30,S08000015,NA,2,Emergency,NA,240,261,-8,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-30,S08000015,NA,3,Emergency,NA,156,167.5,-6.9,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-30,S08000015,NA,4,Emergency,NA,105,126.5,-17,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-30,S08000015,NA,5,Emergency,NA,96,82,17.1,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-30,S08000016,NA,1,Emergency,NA,13,19.5,-33.3,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-30,S08000016,NA,2,Emergency,NA,43,44,-2.3,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-30,S08000016,NA,3,Emergency,NA,74,94,-21.3,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-30,S08000016,NA,4,Emergency,NA,44,49,-10.2,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-30,S08000016,NA,5,Emergency,NA,12,16,-25,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-30,S08000017,NA,1,Emergency,NA,45,35.5,26.8,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-30,S08000017,NA,2,Emergency,NA,77,91.5,-15.8,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-30,S08000017,NA,3,Emergency,NA,123,101,21.8,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-30,S08000017,NA,4,Emergency,NA,52,44.5,16.9,August 2020,August,2020,2020Q3,18067,19113,46084,49463
2020-08-30,S08000017,NA,5,Emergency,NA,16,25.5,-37.3,August 2020,August,2020,2020Q3,15189,15714.5,38694,40800
2020-08-30,S08000019,NA,1,Emergency,NA,128,194.5,-34.2,August 2020,August,2020,2020Q3,29087,31523,74629,82592
2020-08-30,S08000019,NA,2,Emergency,NA,135,209,-35.4,August 2020,August,2020,2020Q3,24569,26631,63495,69821
2020-08-30,S08000019,NA,3,Emergency,NA,103,179,-42.5,August 2020,August,2020,2020Q3,20698,22249,53042,57848
2020-08-30,S08000019,NA,4,Emergency,NA,88,155.5,-43.4,August 2020,August,2020,2020Q3,18067,19113,46084,49463
