week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_simd,admissions_2018_19_per_month_simd,total_admissions_per_quarter_simd,admissions_2018_19_per_quarter_simd
2020-11-22,S92000003,d,1,Emergency,NA,2708,3343,-19,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-22,S92000003,d,2,Emergency,NA,2407,2777.5,-13.3,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-22,S92000003,d,3,Emergency,NA,2003,2359,-15.1,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-22,S92000003,d,4,Emergency,NA,1796,2084.5,-13.8,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-22,S92000003,d,5,Emergency,NA,1420,1691,-16,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000015,NA,1,Emergency,NA,301,404,-25.5,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000015,NA,2,Emergency,NA,214,239,-10.5,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000015,NA,3,Emergency,NA,128,164,-22,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000015,NA,4,Emergency,NA,103,120,-14.2,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000015,NA,5,Emergency,NA,92,97.5,-5.6,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000016,NA,1,Emergency,NA,13,22.5,-42.2,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000016,NA,2,Emergency,NA,36,37,-2.7,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000016,NA,3,Emergency,NA,78,90,-13.3,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000016,NA,4,Emergency,NA,44,66,-33.3,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000016,NA,5,Emergency,NA,9,21.5,-58.1,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000017,NA,1,Emergency,NA,28,45.5,-38.5,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000017,NA,2,Emergency,NA,94,96.5,-2.6,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000017,NA,3,Emergency,NA,117,137,-14.6,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000017,NA,4,Emergency,NA,44,45,-2.2,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000017,NA,5,Emergency,NA,21,25,-16,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000019,NA,1,Emergency,NA,129,219,-41.1,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000019,NA,2,Emergency,NA,173,232,-25.4,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000019,NA,3,Emergency,NA,127,189.5,-33,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000019,NA,4,Emergency,NA,100,157,-36.3,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000019,NA,5,Emergency,NA,111,113.5,-2.2,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000020,NA,1,Emergency,NA,63,89.5,-29.6,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000020,NA,2,Emergency,NA,196,219,-10.5,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000020,NA,3,Emergency,NA,202,229,-11.8,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000020,NA,4,Emergency,NA,248,312.5,-20.6,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000020,NA,5,Emergency,NA,210,249.5,-15.8,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000022,NA,1,Emergency,NA,70,72.5,-3.4,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000022,NA,2,Emergency,NA,126,131.5,-4.2,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000022,NA,3,Emergency,NA,164,221,-25.8,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000022,NA,4,Emergency,NA,150,161.5,-7.1,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000022,NA,5,Emergency,NA,29,36.5,-20.5,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000024,NA,1,Emergency,NA,271,292.5,-7.4,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000024,NA,2,Emergency,NA,394,461,-14.5,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000024,NA,3,Emergency,NA,268,299,-10.4,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000024,NA,4,Emergency,NA,253,295,-14.2,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000024,NA,5,Emergency,NA,379,409.5,-7.4,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000025,NA,4,Emergency,NA,25,21.5,16.3,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000026,NA,3,Emergency,NA,17,14.5,17.2,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000026,NA,4,Emergency,NA,12,18,-33.3,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000028,NA,2,Emergency,NA,10,7.5,33.3,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000028,NA,3,Emergency,NA,45,49.5,-9.1,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000029,NA,1,Emergency,NA,220,241,-8.7,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000029,NA,2,Emergency,NA,186,222,-16.2,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000029,NA,3,Emergency,NA,149,174,-14.4,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000029,NA,4,Emergency,NA,119,141,-15.6,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000029,NA,5,Emergency,NA,84,99.5,-15.6,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000030,NA,1,Emergency,NA,190,214.5,-11.4,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000030,NA,2,Emergency,NA,175,211.5,-17.3,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000030,NA,3,Emergency,NA,176,203,-13.3,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000030,NA,4,Emergency,NA,201,247.5,-18.8,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000030,NA,5,Emergency,NA,147,156.5,-6.1,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000031,NA,1,Emergency,NA,946,1180,-19.8,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000031,NA,2,Emergency,NA,437,550,-20.5,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000031,NA,3,Emergency,NA,286,367,-22.1,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000031,NA,4,Emergency,NA,236,316,-25.3,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000031,NA,5,Emergency,NA,305,359,-15,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S08000032,NA,1,Emergency,NA,394,490.5,-19.7,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S08000032,NA,2,Emergency,NA,340,409,-16.9,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S08000032,NA,3,Emergency,NA,198,277,-28.5,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S08000032,NA,4,Emergency,NA,150,179.5,-16.4,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S08000032,NA,5,Emergency,NA,112,139,-19.4,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-11-29,S92000003,d,1,Emergency,NA,2626,3271.5,-19.7,November 2020,November,2020,2020Q4,27101,32989,70454,84861
2020-11-29,S92000003,d,2,Emergency,NA,2387,2822,-15.4,November 2020,November,2020,2020Q4,23587,28197.5,61078,72581
2020-11-29,S92000003,d,3,Emergency,NA,1959,2419.5,-19,November 2020,November,2020,2020Q4,20198,23876,52253,61737.5
2020-11-29,S92000003,d,4,Emergency,NA,1685,2080.5,-19,November 2020,November,2020,2020Q4,17251,20670.5,44940,52905
2020-11-29,S92000003,d,5,Emergency,NA,1500,1707.5,-12.2,November 2020,November,2020,2020Q4,14465,16909,37050,43370.5
2020-12-06,S08000015,NA,1,Emergency,NA,297,381.5,-22.1,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000015,NA,2,Emergency,NA,206,266.5,-22.7,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000015,NA,3,Emergency,NA,150,167.5,-10.4,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000015,NA,4,Emergency,NA,90,138,-34.8,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000015,NA,5,Emergency,NA,65,89.5,-27.4,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000016,NA,1,Emergency,NA,14,18.5,-24.3,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000016,NA,2,Emergency,NA,38,48.5,-21.6,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000016,NA,3,Emergency,NA,64,103,-37.9,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000016,NA,4,Emergency,NA,49,62,-21,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000016,NA,5,Emergency,NA,13,12,8.3,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000017,NA,1,Emergency,NA,44,55,-20,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000017,NA,2,Emergency,NA,86,105,-18.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000017,NA,3,Emergency,NA,132,121.5,8.6,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000017,NA,4,Emergency,NA,44,73.5,-40.1,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000017,NA,5,Emergency,NA,19,21.5,-11.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000019,NA,1,Emergency,NA,142,207,-31.4,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000019,NA,2,Emergency,NA,123,227,-45.8,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000019,NA,3,Emergency,NA,136,191,-28.8,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000019,NA,4,Emergency,NA,88,167,-47.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000019,NA,5,Emergency,NA,102,137.5,-25.8,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000020,NA,1,Emergency,NA,78,92.5,-15.7,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000020,NA,2,Emergency,NA,172,217.5,-20.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000020,NA,3,Emergency,NA,185,217.5,-14.9,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000020,NA,4,Emergency,NA,283,283,0,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000020,NA,5,Emergency,NA,199,246.5,-19.3,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000022,NA,1,Emergency,NA,73,85,-14.1,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000022,NA,2,Emergency,NA,107,117.5,-8.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000022,NA,3,Emergency,NA,180,200,-10,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000022,NA,4,Emergency,NA,156,157,-0.6,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000022,NA,5,Emergency,NA,36,40,-10,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000024,NA,1,Emergency,NA,260,296,-12.2,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000024,NA,2,Emergency,NA,411,468.5,-12.3,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000024,NA,3,Emergency,NA,240,336,-28.6,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000024,NA,4,Emergency,NA,258,304,-15.1,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000024,NA,5,Emergency,NA,363,397,-8.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000025,NA,3,Emergency,NA,7,9,-22.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000025,NA,4,Emergency,NA,13,18.5,-29.7,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000026,NA,3,Emergency,NA,11,11,0,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000026,NA,4,Emergency,NA,13,12,8.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000028,NA,2,Emergency,NA,10,12,-16.7,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000028,NA,3,Emergency,NA,50,45.5,9.9,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000029,NA,1,Emergency,NA,188,254.5,-26.1,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000029,NA,2,Emergency,NA,196,211,-7.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000029,NA,3,Emergency,NA,131,148,-11.5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000029,NA,4,Emergency,NA,106,137.5,-22.9,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000029,NA,5,Emergency,NA,84,101,-16.8,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000030,NA,1,Emergency,NA,212,219,-3.2,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000030,NA,2,Emergency,NA,175,193,-9.3,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000030,NA,3,Emergency,NA,172,206,-16.5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000030,NA,4,Emergency,NA,199,243.5,-18.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000030,NA,5,Emergency,NA,153,152.5,0.3,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000031,NA,1,Emergency,NA,944,1176,-19.7,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000031,NA,2,Emergency,NA,426,551,-22.7,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000031,NA,3,Emergency,NA,277,346,-19.9,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000031,NA,4,Emergency,NA,258,281,-8.2,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000031,NA,5,Emergency,NA,290,374.5,-22.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S08000032,NA,1,Emergency,NA,422,512,-17.6,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S08000032,NA,2,Emergency,NA,327,392,-16.6,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S08000032,NA,3,Emergency,NA,178,266.5,-33.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S08000032,NA,4,Emergency,NA,141,215.5,-34.6,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S08000032,NA,5,Emergency,NA,75,134,-44,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-06,S92000003,d,1,Emergency,NA,2674,3297,-18.9,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-06,S92000003,d,2,Emergency,NA,2280,2818,-19.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-06,S92000003,d,3,Emergency,NA,1913,2368.5,-19.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-06,S92000003,d,4,Emergency,NA,1698,2093,-18.9,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-06,S92000003,d,5,Emergency,NA,1399,1706,-18,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000015,NA,1,Emergency,NA,281,392.5,-28.4,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000015,NA,2,Emergency,NA,206,248,-16.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000015,NA,3,Emergency,NA,118,169.5,-30.4,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000015,NA,4,Emergency,NA,105,123,-14.6,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000015,NA,5,Emergency,NA,78,86.5,-9.8,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000016,NA,1,Emergency,NA,15,25.5,-41.2,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000016,NA,2,Emergency,NA,41,45.5,-9.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000016,NA,3,Emergency,NA,67,105.5,-36.5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000016,NA,4,Emergency,NA,52,57,-8.8,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000016,NA,5,Emergency,NA,8,18,-55.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000017,NA,1,Emergency,NA,33,40,-17.5,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000017,NA,2,Emergency,NA,87,105,-17.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000017,NA,3,Emergency,NA,122,129,-5.4,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000017,NA,4,Emergency,NA,37,63,-41.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000017,NA,5,Emergency,NA,18,24.5,-26.5,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000019,NA,1,Emergency,NA,126,213,-40.8,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000019,NA,2,Emergency,NA,174,195,-10.8,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000019,NA,3,Emergency,NA,135,208.5,-35.3,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000019,NA,4,Emergency,NA,116,154.5,-24.9,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000019,NA,5,Emergency,NA,96,119,-19.3,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000020,NA,1,Emergency,NA,70,92,-23.9,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000020,NA,2,Emergency,NA,231,186.5,23.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000020,NA,3,Emergency,NA,190,249.5,-23.8,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000020,NA,4,Emergency,NA,277,283.5,-2.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000020,NA,5,Emergency,NA,203,233,-12.9,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000022,NA,1,Emergency,NA,80,69.5,15.1,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000022,NA,2,Emergency,NA,114,131.5,-13.3,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000022,NA,3,Emergency,NA,199,209.5,-5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000022,NA,4,Emergency,NA,152,162,-6.2,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000022,NA,5,Emergency,NA,43,34,26.5,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000024,NA,1,Emergency,NA,265,302.5,-12.4,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000024,NA,2,Emergency,NA,412,484,-14.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000024,NA,3,Emergency,NA,292,328,-11,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000024,NA,4,Emergency,NA,245,300.5,-18.5,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000024,NA,5,Emergency,NA,349,420.5,-17,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000025,NA,3,Emergency,NA,6,8.5,-29.4,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000025,NA,4,Emergency,NA,28,19.5,43.6,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000026,NA,3,Emergency,NA,19,16.5,15.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000026,NA,4,Emergency,NA,10,16.5,-39.4,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000028,NA,2,Emergency,NA,10,10,0,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000028,NA,3,Emergency,NA,59,43,37.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000029,NA,1,Emergency,NA,231,226,2.2,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000029,NA,2,Emergency,NA,182,202.5,-10.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000029,NA,3,Emergency,NA,124,177.5,-30.1,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000029,NA,4,Emergency,NA,124,141,-12.1,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000029,NA,5,Emergency,NA,77,97,-20.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000030,NA,1,Emergency,NA,210,218,-3.7,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000030,NA,2,Emergency,NA,176,194,-9.3,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000030,NA,3,Emergency,NA,159,209,-23.9,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000030,NA,4,Emergency,NA,225,231.5,-2.8,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000030,NA,5,Emergency,NA,160,173,-7.5,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000031,NA,1,Emergency,NA,951,1157.5,-17.8,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000031,NA,2,Emergency,NA,419,514,-18.5,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000031,NA,3,Emergency,NA,278,349.5,-20.5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000031,NA,4,Emergency,NA,259,303.5,-14.7,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000031,NA,5,Emergency,NA,301,356,-15.4,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S08000032,NA,1,Emergency,NA,369,508,-27.4,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S08000032,NA,2,Emergency,NA,370,393,-5.9,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S08000032,NA,3,Emergency,NA,193,248.5,-22.3,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S08000032,NA,4,Emergency,NA,136,182.5,-25.5,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S08000032,NA,5,Emergency,NA,103,126.5,-18.6,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-13,S92000003,d,1,Emergency,NA,2631,3245,-18.9,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-13,S92000003,d,2,Emergency,NA,2425,2718,-10.8,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-13,S92000003,d,3,Emergency,NA,1961,2452,-20,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-13,S92000003,d,4,Emergency,NA,1766,2038,-13.3,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-13,S92000003,d,5,Emergency,NA,1436,1689,-15,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-20,S08000015,NA,1,Emergency,NA,294,422,-30.3,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-20,S08000015,NA,2,Emergency,NA,210,281,-25.3,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-20,S08000015,NA,3,Emergency,NA,135,179,-24.6,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-20,S08000015,NA,4,Emergency,NA,104,115.5,-10,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-20,S08000015,NA,5,Emergency,NA,78,105.5,-26.1,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-20,S08000016,NA,1,Emergency,NA,6,17.5,-65.7,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-20,S08000016,NA,2,Emergency,NA,28,58.5,-52.1,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-20,S08000016,NA,3,Emergency,NA,69,96.5,-28.5,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-20,S08000016,NA,4,Emergency,NA,52,61,-14.8,December 2020,December,2020,2020Q4,13419,16569,44940,52905
2020-12-20,S08000016,NA,5,Emergency,NA,11,12,-8.3,December 2020,December,2020,2020Q4,10952,13559,37050,43370.5
2020-12-20,S08000017,NA,1,Emergency,NA,32,54,-40.7,December 2020,December,2020,2020Q4,20737,26159.5,70454,84861
2020-12-20,S08000017,NA,2,Emergency,NA,92,108.5,-15.2,December 2020,December,2020,2020Q4,18258,22405,61078,72581
2020-12-20,S08000017,NA,3,Emergency,NA,128,151,-15.2,December 2020,December,2020,2020Q4,15362,19273,52253,61737.5
2020-12-20,S08000017,NA,4,Emergency,NA,45,66,-31.8,December 2020,December,2020,2020Q4,13419,16569,44940,52905
