week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2020-08-02,S08000026,NA,All ages,d,Female,NA,Emergency,NA,15,16,-6.2,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000026,NA,All ages,d,Male,NA,Emergency,NA,27,15,80,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S08000028,NA,15 - 44,NA,All,d,Emergency,NA,10,12,-16.7,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,16,13.5,18.5,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,5,14.5,-65.5,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,9,18,-50,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,85 and over,NA,All,d,Emergency,NA,7,7,0,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,All ages,d,All,d,Emergency,NA,49,70.5,-30.5,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S08000028,NA,All ages,d,Female,NA,Emergency,NA,23,31.5,-27,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000028,NA,All ages,d,Male,NA,Emergency,NA,24,36.5,-34.2,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S08000029,NA,Under 5,NA,All,d,Emergency,NA,24,45.5,-47.3,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,5 - 14,NA,All,d,Emergency,NA,11,24.5,-55.1,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,15 - 44,NA,All,d,Emergency,NA,181,169.5,6.8,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,45 - 64,NA,All,d,Emergency,NA,166,157.5,5.4,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,65 - 74,NA,All,d,Emergency,NA,116,123.5,-6.1,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,75 - 84,NA,All,d,Emergency,NA,119,137,-13.1,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,85 and over,NA,All,d,Emergency,NA,85,87,-2.3,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,All ages,d,All,d,Emergency,NA,702,744.5,-5.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S08000029,NA,All ages,d,Female,NA,Emergency,NA,344,362.5,-5.1,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000029,NA,All ages,d,Male,NA,Emergency,NA,352,376.5,-6.5,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S08000030,NA,Under 5,NA,All,d,Emergency,NA,43,59.5,-27.7,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,5 - 14,NA,All,d,Emergency,NA,42,30,40,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,176,171.5,2.6,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,221,191.5,15.4,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,152,160,-5,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,196,178,10.1,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,85 and over,NA,All,d,Emergency,NA,126,131,-3.8,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,All ages,d,All,d,Emergency,NA,956,921.5,3.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S08000030,NA,All ages,d,Female,NA,Emergency,NA,453,464,-2.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000030,NA,All ages,d,Male,NA,Emergency,NA,489,442,10.6,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S08000031,NA,Under 5,NA,All,d,Emergency,NA,125,112.5,11.1,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,68,80,-15,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,551,606.5,-9.2,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,674,713.5,-5.5,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,397,426.5,-6.9,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,421,419,0.5,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,85 and over,NA,All,d,Emergency,NA,279,280.5,-0.5,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,All ages,d,All,d,Emergency,NA,2515,2638.5,-4.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1241,1333,-6.9,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1234,1261.5,-2.2,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S08000032,NA,Under 5,NA,All,d,Emergency,NA,23,50,-54,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,29,41,-29.3,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,245,328.5,-25.4,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,355,395,-10.1,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,217,244,-11.1,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,223,256.5,-13.1,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,85 and over,NA,All,d,Emergency,NA,132,137,-3.6,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,All ages,d,All,d,Emergency,NA,1224,1452,-15.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S08000032,NA,All ages,d,Female,NA,Emergency,NA,611,731,-16.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S08000032,NA,All ages,d,Male,NA,Emergency,NA,608,705,-13.8,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-02,S92000003,d,Under 5,NA,All,d,Emergency,NA,471,617,-23.7,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,5 - 14,NA,All,d,Emergency,NA,320,365.5,-12.4,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,15 - 44,NA,All,d,Emergency,NA,2217,2429,-8.7,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2613,2826.5,-7.6,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1731,1882,-8,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,75 - 84,NA,All,d,Emergency,NA,1928,2039,-5.4,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,85 and over,NA,All,d,Emergency,NA,1278,1271,0.6,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,All ages,d,All,d,Emergency,NA,10558,11430,-7.6,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-02,S92000003,d,All ages,d,Female,NA,Emergency,NA,5193,5666.5,-8.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-02,S92000003,d,All ages,d,Male,NA,Emergency,NA,5230,5550.5,-5.8,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000015,NA,Under 5,NA,All,d,Emergency,NA,37,60,-38.3,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,33,31,6.5,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,176,187,-5.9,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,234,262,-10.7,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,191,180,6.1,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,75 - 84,NA,All,d,Emergency,NA,160,165.5,-3.3,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,85 and over,NA,All,d,Emergency,NA,76,93.5,-18.7,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,All ages,d,All,d,Emergency,NA,907,979,-7.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000015,NA,All ages,d,Female,NA,Emergency,NA,416,505.5,-17.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000015,NA,All ages,d,Male,NA,Emergency,NA,481,465.5,3.3,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000016,NA,Under 5,NA,All,d,Emergency,NA,10,20,-50,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,5 - 14,NA,All,d,Emergency,NA,12,8,50,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,15 - 44,NA,All,d,Emergency,NA,18,29,-37.9,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,45 - 64,NA,All,d,Emergency,NA,37,47,-21.3,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,65 - 74,NA,All,d,Emergency,NA,20,43.5,-54,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,75 - 84,NA,All,d,Emergency,NA,40,46.5,-14,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,85 and over,NA,All,d,Emergency,NA,29,33,-12.1,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,All ages,d,All,d,Emergency,NA,166,227,-26.9,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000016,NA,All ages,d,Female,NA,Emergency,NA,83,112,-25.9,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000016,NA,All ages,d,Male,NA,Emergency,NA,82,112,-26.8,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000017,NA,Under 5,NA,All,d,Emergency,NA,8,14,-42.9,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,8,10,-20,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,44,63.5,-30.7,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,61,67.5,-9.6,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,62,49.5,25.3,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,68,73,-6.8,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,85 and over,NA,All,d,Emergency,NA,39,33.5,16.4,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,All ages,d,All,d,Emergency,NA,290,311,-6.8,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000017,NA,All ages,d,Female,NA,Emergency,NA,140,158.5,-11.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000017,NA,All ages,d,Male,NA,Emergency,NA,150,149,0.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000019,NA,Under 5,NA,All,d,Emergency,NA,17,50.5,-66.3,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,23,37,-37.8,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,112,201.5,-44.4,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,129,186,-30.6,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,69,127,-45.7,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,99,151.5,-34.7,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,85 and over,NA,All,d,Emergency,NA,66,74.5,-11.4,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,All ages,d,All,d,Emergency,NA,515,828,-37.8,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000019,NA,All ages,d,Female,NA,Emergency,NA,262,418.5,-37.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000019,NA,All ages,d,Male,NA,Emergency,NA,253,403,-37.2,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000020,NA,Under 5,NA,All,d,Emergency,NA,54,51,5.9,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,44,44.5,-1.1,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,157,187,-16,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,209,200,4.5,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,153,156.5,-2.2,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,177,181.5,-2.5,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,85 and over,NA,All,d,Emergency,NA,134,131,2.3,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,All ages,d,All,d,Emergency,NA,928,951.5,-2.5,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000020,NA,All ages,d,Female,NA,Emergency,NA,448,478,-6.3,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000020,NA,All ages,d,Male,NA,Emergency,NA,470,453.5,3.6,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000022,NA,Under 5,NA,All,d,Emergency,NA,25,29.5,-15.3,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,19,26,-26.9,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,99,138,-28.3,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,151,145.5,3.8,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,95,110.5,-14,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,89,93,-4.3,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,85 and over,NA,All,d,Emergency,NA,52,63,-17.5,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,All ages,d,All,d,Emergency,NA,530,605.5,-12.5,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000022,NA,All ages,d,Female,NA,Emergency,NA,259,277.5,-6.7,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000022,NA,All ages,d,Male,NA,Emergency,NA,250,289.5,-13.6,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
2020-08-09,S08000024,NA,Under 5,NA,All,d,Emergency,NA,63,77.5,-18.7,August 2020,August,2020,2020Q3,5504,6830.5,13224,18589,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,48,52.5,-8.6,August 2020,August,2020,2020Q3,4051,4310,9933,11138.5,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,380,391,-2.8,August 2020,August,2020,2020Q3,22584,25137.5,57683,64927,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,421,418,0.7,August 2020,August,2020,2020Q3,26764,28771.5,69204,74044,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,268,256.5,4.5,August 2020,August,2020,2020Q3,17908,18731,46030,48795.5,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,294,281,4.6,August 2020,August,2020,2020Q3,19320,20530,49734,53427.5,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,85 and over,NA,All,d,Emergency,NA,197,178.5,10.4,August 2020,August,2020,2020Q3,12478,12880,32245,33890,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,All ages,d,All,d,Emergency,NA,1672,1655,1,August 2020,August,2020,2020Q3,215946,232671,552862,605525,217287,234514.5,556295,609961.5
2020-08-09,S08000024,NA,All ages,d,Female,NA,Emergency,NA,831,791.5,5,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57956,137818,150980
2020-08-09,S08000024,NA,All ages,d,Male,NA,Emergency,NA,825,797.5,3.4,August 2020,August,2020,2020Q3,215946,232671,552862,605525,53634,57391,136802,149395
